"CP_X.x","CP_Station.Name.x","CP_Org.Name.x","CP_Address.1.x","CP_City.x","CP_State.x","CP_Postal.Code","CP_County","CP_Country","CP_No..of.Ports.x","CP_Station.Activation.Type.x","CP_Customer.Category.x","CP_addresses","CP_lon.x","CP_lat.x","CP_X.y","CP_Station.Name.y","CP_Org.Name.y","CP_Address.1.y","CP_City.y","CP_State.y","CP_No..of.Ports.y","CP_Station.Activation.Type.y","CP_Customer.Category.y","CP_lon.y","CP_lat.y","EV_Station.name","EV_Ports","EV_Number.of.Stations","EV_NewLat","EV_NewLong"
63,"KO'OLINA BC / NAIA","Marriott Ko","92-149 Waipahe Pl","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Hospitality","92-149 Waipahe Pl,Kapolei,Hawaii",NA,NA,65,"KO'OLINA BC / KONA","Marriott Ko","92-149 Waipahe Pl","Kapolei","Hawaii",2,"Public","Hospitality",-158.121542,21.33114,"Marriott's Ko Olina Beach Club",6,3,21.33114,-158.121541944444
63,"KO'OLINA BC / NAIA","Marriott Ko","92-149 Waipahe Pl","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Hospitality","92-149 Waipahe Pl,Kapolei,Hawaii",NA,NA,65,"KO'OLINA BC / KONA","Marriott Ko","92-149 Waipahe Pl","Kapolei","Hawaii",2,"Public","Hospitality",-158.121542,21.33114,"Naia",2,1,21.33114,-158.12154
65,"KO'OLINA BC / KONA","Marriott Ko","92-149 Waipahe Pl","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Hospitality","92-149 Waipahe Pl,Kapolei,Hawaii",NA,NA,63,"KO'OLINA BC / NAIA","Marriott Ko","92-149 Waipahe Pl","Kapolei","Hawaii",2,"Public","Hospitality",-158.121542,21.33114,"Marriott's Ko Olina Beach Club",6,3,21.33114,-158.121541944444
65,"KO'OLINA BC / KONA","Marriott Ko","92-149 Waipahe Pl","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Hospitality","92-149 Waipahe Pl,Kapolei,Hawaii",NA,NA,63,"KO'OLINA BC / NAIA","Marriott Ko","92-149 Waipahe Pl","Kapolei","Hawaii",2,"Public","Hospitality",-158.121542,21.33114,"Naia",2,1,21.33114,-158.12154
65,"KO'OLINA BC / KONA","Marriott Ko","92-149 Waipahe Pl","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Hospitality","92-149 Waipahe Pl,Kapolei,Hawaii",NA,NA,65,"KO'OLINA BC / KONA","Marriott Ko","92-149 Waipahe Pl","Kapolei","Hawaii",2,"Public","Hospitality",-158.121542,21.33114,"Marriott's Ko Olina Beach Club",6,3,21.33114,-158.121541944444
65,"KO'OLINA BC / KONA","Marriott Ko","92-149 Waipahe Pl","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Hospitality","92-149 Waipahe Pl,Kapolei,Hawaii",NA,NA,65,"KO'OLINA BC / KONA","Marriott Ko","92-149 Waipahe Pl","Kapolei","Hawaii",2,"Public","Hospitality",-158.121542,21.33114,"Naia",2,1,21.33114,-158.12154
86,"HYATT REGENCY / HYATT REGENCY","Hyatt Regency Lahaina Maui","200 Nohea Kai Dr","Lahaina","Hawaii",96761,"Maui County","United States",2,"Public","Hospitality","200 Nohea Kai Dr,Lahaina,Hawaii",NA,NA,86,"HYATT REGENCY / HYATT REGENCY","Hyatt Regency Lahaina Maui","200 Nohea Kai Dr","Lahaina","Hawaii",2,"Public","Hospitality",-156.6921667,20.912971,"Hyatt Regency Maui",2,1,20.91267,-156.692200833333
93,"GS STATION / HOKUA 1","Hokua Honolulu","1288 Ala Moana Blvd","Honolulu","Hawaii",96814,"Honolulu County","United States",2,"Public","Multifamily Commercial","1288 Ala Moana Blvd,Honolulu,Hawaii",NA,NA,93,"GS STATION / HOKUA 1","Hokua Honolulu","1288 Ala Moana Blvd","Honolulu","Hawaii",2,"Public","Multifamily Commercial",-157.8499925,21.2924733,"Hokua Condominium",6,3,21.292395,-157.849956944444
102,"C&C HONOLULU / NBC","City & County of Honolulu","777 Ward Ave","Honolulu","Hawaii",96814,"Honolulu County","United States",1,"Public","Workplace","777 Ward Ave,Honolulu,Hawaii",NA,NA,102,"C&C HONOLULU / NBC","City & County of Honolulu","777 Ward Ave","Honolulu","Hawaii",1,"Public","Workplace",-157.851327,21.2989612,"Neal Blaisdell Center Parking Structure",1,1,21.2994338888889,-157.850377777778
103,"C&C HONOLULU / MOTOR POOL","City & County of Honolulu","650 S King St","Honolulu","Hawaii",96813,"Honolulu County","United States",1,"Public","Municipal","650 S King St,Honolulu,Hawaii",NA,NA,103,"C&C HONOLULU / MOTOR POOL","City & County of Honolulu","650 S King St","Honolulu","Hawaii",1,"Public","Municipal",-157.8547896,21.3041923,"Fasi Civic Center Parking Structure",1,1,21.3041038888889,-157.855048888889
103,"C&C HONOLULU / MOTOR POOL","City & County of Honolulu","650 S King St","Honolulu","Hawaii",96813,"Honolulu County","United States",1,"Public","Municipal","650 S King St,Honolulu,Hawaii",NA,NA,108,"C&C HONOLULU / FASI CIVIC CTR","City & County of Honolulu","650 S King St","Honolulu","Hawaii",1,"Public","Municipal",-157.8547896,21.3041923,"Fasi Civic Center Parking Structure",1,1,21.3041038888889,-157.855048888889
106,"C&C HONOLULU / HONOLULU ZOO","City & County of Honolulu","151 Kapahulu Ave","Honolulu","Hawaii",96815,"Honolulu County","United States",1,"Public","Hospitality","151 Kapahulu Ave,Honolulu,Hawaii",NA,NA,106,"C&C HONOLULU / HONOLULU ZOO","City & County of Honolulu","151 Kapahulu Ave","Honolulu","Hawaii",1,"Public","Hospitality",-157.82142,21.2711141,"Honolulu Zoo Parking Lot (Currently DOWN)",1,1,21.2716380555556,-157.821383333333
107,"C&C HONOLULU / HALE PAUAHI","City & County of Honolulu","155 N Beretania St","Honolulu","Hawaii",96817,"Honolulu County","United States",1,"Public","Multifamily Commercial","155 N Beretania St,Honolulu,Hawaii",NA,NA,107,"C&C HONOLULU / HALE PAUAHI","City & County of Honolulu","155 N Beretania St","Honolulu","Hawaii",1,"Public","Multifamily Commercial",-157.8619145,21.3136758,"Hale Pauahi Parking Structure",1,1,21.3135813888889,-157.861688333333
108,"C&C HONOLULU / FASI CIVIC CTR","City & County of Honolulu","650 S King St","Honolulu","Hawaii",96813,"Honolulu County","United States",1,"Public","Municipal","650 S King St,Honolulu,Hawaii",NA,NA,103,"C&C HONOLULU / MOTOR POOL","City & County of Honolulu","650 S King St","Honolulu","Hawaii",1,"Public","Municipal",-157.8547896,21.3041923,"Fasi Civic Center Parking Structure",1,1,21.3041038888889,-157.855048888889
108,"C&C HONOLULU / FASI CIVIC CTR","City & County of Honolulu","650 S King St","Honolulu","Hawaii",96813,"Honolulu County","United States",1,"Public","Municipal","650 S King St,Honolulu,Hawaii",NA,NA,108,"C&C HONOLULU / FASI CIVIC CTR","City & County of Honolulu","650 S King St","Honolulu","Hawaii",1,"Public","Municipal",-157.8547896,21.3041923,"Fasi Civic Center Parking Structure",1,1,21.3041038888889,-157.855048888889
109,"C&C HONOLULU / CHINATOWN GTWY","City & County of Honolulu","1031 Nuuanu Ave","Honolulu","Hawaii",96817,"Honolulu County","United States",1,"Public","Retail","1031 Nuuanu Ave,Honolulu,Hawaii",NA,NA,109,"C&C HONOLULU / CHINATOWN GTWY","City & County of Honolulu","1031 Nuuanu Ave","Honolulu","Hawaii",1,"Public","Retail",-157.8621482,21.3105811,"Chinatown Gateway Plaza Parking Structure",1,1,21.3105427777778,-157.862247777778
111,"BMW OF HAWAII / KONA 01","BMW of Hawaii","74-5533 Loloku St","Kailua-Kona","Hawaii",96740,"Hawaii County","United States",1,"Public","Retail","74-5533 Loloku St,Kailua-Kona,Hawaii",NA,NA,111,"BMW OF HAWAII / KONA 01","BMW of Hawaii","74-5533 Loloku St","Kailua-Kona","Hawaii",1,"Public","Retail",-156.0027232,19.6440769,"BMW of Kona",2,1,19.64405,-156.00273
112,"BMW OF HAWAII / HONOLULU 01","BMW of Hawaii","825 Kapiolani Blvd","Honolulu","Hawaii",96813,"Honolulu County","United States",2,"Public","Retail","825 Kapiolani Blvd,Honolulu,Hawaii",NA,NA,112,"BMW OF HAWAII / HONOLULU 01","BMW of Hawaii","825 Kapiolani Blvd","Honolulu","Hawaii",2,"Public","Retail",-157.8535903,21.2994121,"BMW of Hawaii",2,1,21.29958,-157.85373
114,"AULANI: DISNEY / P2 SPACE 218","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,114,"AULANI: DISNEY / P2 SPACE 218","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
114,"AULANI: DISNEY / P2 SPACE 218","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,115,"AULANI: DISNEY / P2 SPACE 217","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
114,"AULANI: DISNEY / P2 SPACE 218","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,116,"AULANI: DISNEY / P2 SPACE 197","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
114,"AULANI: DISNEY / P2 SPACE 218","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,118,"AULANI: DISNEY / P2 SPACE 122","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
114,"AULANI: DISNEY / P2 SPACE 218","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,119,"AULANI: DISNEY / P2 SPACE 121","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
114,"AULANI: DISNEY / P2 SPACE 218","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,120,"AULANI: DISNEY / P2 SPACE 120","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
114,"AULANI: DISNEY / P2 SPACE 218","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,121,"AULANI: DISNEY / P2 SPACE 119","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
114,"AULANI: DISNEY / P2 SPACE 218","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,122,"AULANI: DISNEY / P2 SPACE 100","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
114,"AULANI: DISNEY / P2 SPACE 218","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,123,"AULANI: DISNEY / P2 SPACE 099","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
114,"AULANI: DISNEY / P2 SPACE 218","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,124,"AULANI: DISNEY / P2 SPACE 098","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
114,"AULANI: DISNEY / P2 SPACE 218","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,125,"AULANI: DISNEY / P2 SPACE 097","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
114,"AULANI: DISNEY / P2 SPACE 218","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,126,"AULANI: DISNEY / P2 SPACE 096","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
114,"AULANI: DISNEY / P2 SPACE 218","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,127,"AULANI: DISNEY / P1 SPACE 499","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
114,"AULANI: DISNEY / P2 SPACE 218","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,128,"AULANI: DISNEY / P1 SPACE 498","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
114,"AULANI: DISNEY / P2 SPACE 218","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,129,"AULANI: DISNEY / P1 SPACE 397","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
114,"AULANI: DISNEY / P2 SPACE 218","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,130,"AULANI: DISNEY / P1 SPACE 396","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
114,"AULANI: DISNEY / P2 SPACE 218","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,131,"AULANI: DISNEY / P1 SPACE 395","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
114,"AULANI: DISNEY / P2 SPACE 218","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,132,"AULANI: DISNEY / P1 SPACE 394","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
114,"AULANI: DISNEY / P2 SPACE 218","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,133,"AULANI: DISNEY / P1 SPACE 393","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
114,"AULANI: DISNEY / P2 SPACE 218","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,134,"AULANI: DISNEY / P1 SPACE 254","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
114,"AULANI: DISNEY / P2 SPACE 218","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,135,"AULANI: DISNEY / P1 SPACE 253","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
114,"AULANI: DISNEY / P2 SPACE 218","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,136,"AULANI: DISNEY / P1 SPACE 252","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
114,"AULANI: DISNEY / P2 SPACE 218","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,137,"AULANI: DISNEY / P1 SPACE 251","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
114,"AULANI: DISNEY / P2 SPACE 218","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,138,"AULANI: DISNEY / P1 SPACE 250","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
115,"AULANI: DISNEY / P2 SPACE 217","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,114,"AULANI: DISNEY / P2 SPACE 218","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
115,"AULANI: DISNEY / P2 SPACE 217","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,115,"AULANI: DISNEY / P2 SPACE 217","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
115,"AULANI: DISNEY / P2 SPACE 217","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,116,"AULANI: DISNEY / P2 SPACE 197","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
115,"AULANI: DISNEY / P2 SPACE 217","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,118,"AULANI: DISNEY / P2 SPACE 122","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
115,"AULANI: DISNEY / P2 SPACE 217","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,119,"AULANI: DISNEY / P2 SPACE 121","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
115,"AULANI: DISNEY / P2 SPACE 217","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,120,"AULANI: DISNEY / P2 SPACE 120","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
115,"AULANI: DISNEY / P2 SPACE 217","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,121,"AULANI: DISNEY / P2 SPACE 119","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
115,"AULANI: DISNEY / P2 SPACE 217","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,122,"AULANI: DISNEY / P2 SPACE 100","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
115,"AULANI: DISNEY / P2 SPACE 217","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,123,"AULANI: DISNEY / P2 SPACE 099","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
115,"AULANI: DISNEY / P2 SPACE 217","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,124,"AULANI: DISNEY / P2 SPACE 098","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
115,"AULANI: DISNEY / P2 SPACE 217","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,125,"AULANI: DISNEY / P2 SPACE 097","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
115,"AULANI: DISNEY / P2 SPACE 217","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,126,"AULANI: DISNEY / P2 SPACE 096","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
115,"AULANI: DISNEY / P2 SPACE 217","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,127,"AULANI: DISNEY / P1 SPACE 499","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
115,"AULANI: DISNEY / P2 SPACE 217","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,128,"AULANI: DISNEY / P1 SPACE 498","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
115,"AULANI: DISNEY / P2 SPACE 217","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,129,"AULANI: DISNEY / P1 SPACE 397","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
115,"AULANI: DISNEY / P2 SPACE 217","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",96707,"Honolulu County","United States",1,"Public","Hospitality","92-1185 Aliinui Drive,Kapolei,Hawaii",NA,NA,130,"AULANI: DISNEY / P1 SPACE 396","Disney-Aulani","92-1185 Aliinui Drive","Kapolei","Hawaii",1,"Public","Hospitality",-158.1233459,21.3387599,"Aulani A Disney Resort and Spa, Ko Olina",25,9,21.3396138888889,-158.123265
